frame,timestamp_sec,scene_name,group_id,video_name,track_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,cx,cy,frame_width,frame_height,crossed_line,direction,speed_px_s
2480,82.667,log1,group_02,traffic1.mp4,266,car,0.843,1010,221,1200,336,1105,278,1280,720,false,left,60.0
2480,82.667,log1,group_02,traffic1.mp4,264,car,0.642,416,182,501,270,458,226,1280,720,false,right,30.0
2481,82.7,log1,group_02,traffic1.mp4,266,car,0.836,1008,221,1196,334,1102,277,1280,720,false,left,108.2
2481,82.7,log1,group_02,traffic1.mp4,264,car,0.65,416,182,501,270,458,226,1280,720,false,right,0.0
2482,82.733,log1,group_02,traffic1.mp4,266,car,0.842,1005,221,1191,333,1098,277,1280,720,false,left,120.0
2482,82.733,log1,group_02,traffic1.mp4,264,car,0.632,417,183,501,270,459,226,1280,720,false,right,30.0
2483,82.767,log1,group_02,traffic1.mp4,266,car,0.839,1002,220,1186,331,1094,275,1280,720,false,left,134.2
2483,82.767,log1,group_02,traffic1.mp4,264,car,0.561,417,184,501,270,459,227,1280,720,false,right,0.0
2484,82.8,log1,group_02,traffic1.mp4,266,car,0.851,1000,218,1183,327,1091,272,1280,720,false,left,108.2
2484,82.8,log1,group_02,traffic1.mp4,264,car,0.508,418,184,501,270,459,227,1280,720,false,right,0.0
2485,82.833,log1,group_02,traffic1.mp4,266,car,0.84,999,216,1181,324,1090,270,1280,720,false,left,84.9
2485,82.833,log1,group_02,traffic1.mp4,264,car,0.548,418,186,502,270,460,228,1280,720,false,right,42.4
2486,82.867,log1,group_02,traffic1.mp4,266,car,0.829,998,215,1180,323,1089,269,1280,720,false,left,42.4
2486,82.867,log1,group_02,traffic1.mp4,264,car,0.592,418,186,502,270,460,228,1280,720,false,down,0.0
2487,82.9,log1,group_02,traffic1.mp4,266,car,0.853,998,214,1179,322,1088,268,1280,720,false,left,42.4
2487,82.9,log1,group_02,traffic1.mp4,264,car,0.566,418,185,502,269,460,227,1280,720,false,,30.0
2488,82.933,log1,group_02,traffic1.mp4,266,car,0.869,994,213,1174,320,1084,266,1280,720,false,left,123.7
2488,82.933,log1,group_02,traffic1.mp4,264,car,0.554,419,186,502,270,460,228,1280,720,false,down,42.4
2489,82.967,log1,group_02,traffic1.mp4,266,car,0.865,992,211,1170,319,1081,265,1280,720,false,left,108.2
2489,82.967,log1,group_02,traffic1.mp4,264,car,0.544,419,186,503,270,461,228,1280,720,false,right,0.0
2490,83.0,log1,group_02,traffic1.mp4,266,car,0.859,991,210,1167,317,1079,263,1280,720,false,left,84.9
2491,83.033,log1,group_02,traffic1.mp4,266,car,0.851,990,208,1166,315,1078,261,1280,720,false,left,67.1
2492,83.067,log1,group_02,traffic1.mp4,266,car,0.846,989,207,1164,313,1076,260,1280,720,false,left,67.1
2493,83.1,log1,group_02,traffic1.mp4,266,car,0.83,987,207,1160,311,1073,259,1280,720,false,left,94.9
2494,83.133,log1,group_02,traffic1.mp4,266,car,0.84,984,205,1157,309,1070,257,1280,720,false,left,84.9
2495,83.167,log1,group_02,traffic1.mp4,266,car,0.859,983,204,1154,307,1068,255,1280,720,false,left,94.9
2496,83.2,log1,group_02,traffic1.mp4,266,car,0.846,981,203,1151,306,1066,254,1280,720,false,left,84.9
2497,83.233,log1,group_02,traffic1.mp4,266,car,0.853,979,202,1148,305,1063,253,1280,720,false,left,94.9
2498,83.267,log1,group_02,traffic1.mp4,266,car,0.861,977,201,1145,303,1061,252,1280,720,false,left,67.1
2499,83.3,log1,group_02,traffic1.mp4,266,car,0.873,975,200,1141,302,1058,251,1280,720,false,left,94.9
2500,83.333,log1,group_02,traffic1.mp4,266,car,0.866,973,199,1136,300,1054,249,1280,720,false,left,108.2
2501,83.367,log1,group_02,traffic1.mp4,266,car,0.832,971,197,1133,297,1052,247,1280,720,false,left,108.2
2502,83.4,log1,group_02,traffic1.mp4,266,car,0.842,969,197,1130,295,1049,246,1280,720,false,left,67.1
2503,83.433,log1,group_02,traffic1.mp4,266,car,0.817,968,196,1126,293,1047,244,1280,720,false,left,108.2
2504,83.467,log1,group_02,traffic1.mp4,266,car,0.814,967,195,1124,291,1045,243,1280,720,false,left,42.4
2505,83.5,log1,group_02,traffic1.mp4,266,car,0.831,966,194,1121,289,1043,241,1280,720,false,left,94.9
2506,83.533,log1,group_02,traffic1.mp4,266,car,0.839,964,193,1119,288,1041,240,1280,720,false,left,67.1
2507,83.567,log1,group_02,traffic1.mp4,266,car,0.844,963,191,1117,287,1040,239,1280,720,false,left,67.1
2508,83.6,log1,group_02,traffic1.mp4,266,car,0.839,960,190,1113,286,1036,238,1280,720,false,left,94.9
2509,83.633,log1,group_02,traffic1.mp4,266,car,0.82,959,189,1111,284,1035,236,1280,720,false,left,67.1
2510,83.667,log1,group_02,traffic1.mp4,266,car,0.838,958,188,1109,282,1033,235,1280,720,false,left,67.1
2511,83.7,log1,group_02,traffic1.mp4,266,car,0.838,956,187,1106,280,1031,233,1280,720,false,left,108.2
2512,83.733,log1,group_02,traffic1.mp4,266,car,0.829,956,187,1104,278,1030,232,1280,720,false,left,30.0
2513,83.767,log1,group_02,traffic1.mp4,266,car,0.844,953,185,1100,275,1026,230,1280,720,false,left,150.0
2514,83.8,log1,group_02,traffic1.mp4,266,car,0.838,952,184,1097,273,1024,228,1280,720,false,left,67.1
2515,83.833,log1,group_02,traffic1.mp4,266,car,0.84,950,184,1094,272,1022,228,1280,720,false,left,67.1
2516,83.867,log1,group_02,traffic1.mp4,266,car,0.841,949,183,1092,271,1020,227,1280,720,false,left,42.4
2517,83.9,log1,group_02,traffic1.mp4,266,car,0.833,948,182,1090,270,1019,226,1280,720,false,left,67.1
2518,83.933,log1,group_02,traffic1.mp4,266,car,0.838,947,182,1088,270,1017,226,1280,720,false,left,30.0
2519,83.967,log1,group_02,traffic1.mp4,266,car,0.831,946,180,1086,267,1016,223,1280,720,false,left,108.2
2520,84.0,log1,group_02,traffic1.mp4,266,car,0.786,944,178,1082,264,1013,221,1280,720,false,left,108.2
2521,84.033,log1,group_02,traffic1.mp4,266,car,0.784,943,177,1079,261,1011,219,1280,720,false,left,84.9
2522,84.067,log1,group_02,traffic1.mp4,266,car,0.8,941,175,1076,256,1008,215,1280,720,false,left,108.2
2523,84.1,log1,group_02,traffic1.mp4,266,car,0.807,940,174,1073,254,1006,214,1280,720,false,left,84.9
2524,84.133,log1,group_02,traffic1.mp4,266,car,0.789,938,174,1071,254,1004,214,1280,720,false,left,60.0
2525,84.167,log1,group_02,traffic1.mp4,266,car,0.803,938,173,1070,253,1004,213,1280,720,false,left,42.4
2526,84.2,log1,group_02,traffic1.mp4,266,car,0.81,937,173,1069,252,1003,212,1280,720,false,left,30.0
2527,84.233,log1,group_02,traffic1.mp4,266,car,0.816,935,172,1066,252,1000,212,1280,720,false,left,94.9
2528,84.267,log1,group_02,traffic1.mp4,266,car,0.78,934,172,1063,252,998,212,1280,720,false,left,60.0
2529,84.3,log1,group_02,traffic1.mp4,266,car,0.771,932,171,1060,251,996,211,1280,720,false,left,67.1
2530,84.333,log1,group_02,traffic1.mp4,266,car,0.783,930,170,1058,250,994,210,1280,720,false,left,67.1
2531,84.367,log1,group_02,traffic1.mp4,266,car,0.708,929,168,1056,247,992,207,1280,720,false,left,84.9
2532,84.4,log1,group_02,traffic1.mp4,266,car,0.718,928,165,1054,246,991,205,1280,720,false,left,67.1
2533,84.433,log1,group_02,traffic1.mp4,266,car,0.685,927,164,1053,244,990,204,1280,720,false,left,67.1
2533,84.433,log1,group_02,traffic1.mp4,266,car,0.453,927,164,1053,244,990,204,1280,720,false,left,67.1
2534,84.467,log1,group_02,traffic1.mp4,266,car,0.677,926,164,1050,244,988,204,1280,720,false,left,60.0
2535,84.5,log1,group_02,traffic1.mp4,266,car,0.779,925,163,1048,242,986,202,1280,720,false,up,67.1
2536,84.533,log1,group_02,traffic1.mp4,266,car,0.719,924,162,1046,240,985,201,1280,720,false,up,67.1
2537,84.567,log1,group_02,traffic1.mp4,266,car,0.7,924,161,1044,239,984,200,1280,720,false,up,42.4
2538,84.6,log1,group_02,traffic1.mp4,266,car,0.7,922,160,1042,238,982,199,1280,720,false,left,67.1
2539,84.633,log1,group_02,traffic1.mp4,266,car,0.644,921,159,1039,236,980,197,1280,720,false,left,67.1
2540,84.667,log1,group_02,traffic1.mp4,266,car,0.775,920,156,1037,234,978,195,1280,720,false,left,94.9
2541,84.7,log1,group_02,traffic1.mp4,266,car,0.79,918,153,1035,231,976,192,1280,720,false,up,108.2
2542,84.733,log1,group_02,traffic1.mp4,266,car,0.759,918,150,1033,229,975,189,1280,720,false,up,84.9
2543,84.767,log1,group_02,traffic1.mp4,266,car,0.777,916,148,1030,228,973,188,1280,720,false,up,84.9
2544,84.8,log1,group_02,traffic1.mp4,266,car,0.788,915,146,1028,227,971,186,1280,720,false,up,84.9
2545,84.833,log1,group_02,traffic1.mp4,266,car,0.77,914,145,1027,225,970,185,1280,720,false,up,42.4
2546,84.867,log1,group_02,traffic1.mp4,266,car,0.803,913,144,1025,223,969,183,1280,720,false,up,67.1
2547,84.9,log1,group_02,traffic1.mp4,266,car,0.788,913,143,1025,222,969,182,1280,720,false,up,30.0
2548,84.933,log1,group_02,traffic1.mp4,266,car,0.765,912,142,1023,221,967,181,1280,720,false,up,30.0
2549,84.967,log1,group_02,traffic1.mp4,266,car,0.689,911,142,1021,220,966,181,1280,720,false,up,67.1
2549,84.967,log1,group_02,traffic1.mp4,266,car,0.508,911,142,1021,220,966,181,1280,720,false,up,67.1
2550,85.0,log1,group_02,traffic1.mp4,266,car,0.729,908,141,1018,218,963,179,1280,720,false,left,108.2
2551,85.033,log1,group_02,traffic1.mp4,266,car,0.613,906,139,1016,216,961,177,1280,720,false,left,84.9
2552,85.067,log1,group_02,traffic1.mp4,266,car,0.548,905,138,1015,213,960,175,1280,720,false,left,67.1
2552,85.067,log1,group_02,traffic1.mp4,266,car,0.483,905,138,1015,213,960,175,1280,720,false,left,67.1
2553,85.1,log1,group_02,traffic1.mp4,266,car,0.642,904,137,1013,212,958,174,1280,720,false,left,67.1
2553,85.1,log1,group_02,traffic1.mp4,266,car,0.58,904,137,1013,212,958,174,1280,720,false,left,67.1
2554,85.133,log1,group_02,traffic1.mp4,279,car,0.668,929,141,1011,209,970,175,1280,720,false,,0.0
2554,85.133,log1,group_02,traffic1.mp4,279,car,0.476,929,141,1011,209,970,175,1280,720,false,,0.0
2555,85.167,log1,group_02,traffic1.mp4,266,car,0.6,902,134,1009,207,955,170,1280,720,false,up,54.1
2556,85.2,log1,group_02,traffic1.mp4,266,car,0.692,906,134,1009,205,957,169,1280,720,false,up,42.4
2560,85.333,log1,group_02,traffic1.mp4,266,car,0.49,895,127,997,197,946,162,1280,720,false,up,102.0
2561,85.367,log1,group_02,traffic1.mp4,266,car,0.588,893,125,995,196,944,160,1280,720,false,left,67.1
2562,85.4,log1,group_02,traffic1.mp4,266,car,0.665,892,124,994,195,943,159,1280,720,false,left,67.1
2563,85.433,log1,group_02,traffic1.mp4,266,car,0.723,889,122,992,193,940,157,1280,720,false,left,67.1
2564,85.467,log1,group_02,traffic1.mp4,266,car,0.728,884,120,989,191,936,155,1280,720,false,left,134.2
2565,85.5,log1,group_02,traffic1.mp4,266,car,0.674,882,117,988,187,935,152,1280,720,false,left,134.2
2566,85.533,log1,group_02,traffic1.mp4,266,car,0.648,878,115,986,186,932,150,1280,720,false,left,94.9
2566,85.533,log1,group_02,traffic1.mp4,266,car,0.467,878,115,986,186,932,150,1280,720,false,left,94.9
2570,85.667,log1,group_02,traffic1.mp4,266,car,0.625,871,108,980,178,925,143,1280,720,false,up,75.0
2570,85.667,log1,group_02,traffic1.mp4,266,car,0.567,871,108,980,178,925,143,1280,720,false,left,75.0
2571,85.7,log1,group_02,traffic1.mp4,266,car,0.582,867,107,976,177,921,142,1280,720,false,left,123.7
2571,85.7,log1,group_02,traffic1.mp4,266,car,0.517,867,107,976,177,921,142,1280,720,false,left,123.7
2572,85.733,log1,group_02,traffic1.mp4,279,car,0.562,898,113,976,177,937,145,1280,720,false,left,74.3
2572,85.733,log1,group_02,traffic1.mp4,279,car,0.549,898,113,976,177,937,145,1280,720,false,left,74.3
2573,85.767,log1,group_02,traffic1.mp4,266,car,0.728,871,105,976,174,923,139,1280,720,false,up,42.4
2574,85.8,log1,group_02,traffic1.mp4,266,car,0.627,869,104,973,172,921,138,1280,720,false,up,108.2
2575,85.833,log1,group_02,traffic1.mp4,266,car,0.665,870,102,973,171,921,136,1280,720,false,up,60.0
2576,85.867,log1,group_02,traffic1.mp4,266,car,0.643,876,101,973,170,924,135,1280,720,false,up,94.9
2582,86.067,log1,group_02,traffic1.mp4,279,car,0.594,878,97,958,159,918,128,1280,720,false,left,76.5
2586,86.2,log1,group_02,traffic1.mp4,279,car,0.465,875,93,950,154,912,123,1280,720,false,left,53.0
2588,86.267,log1,group_02,traffic1.mp4,284,car,0.484,278,97,435,232,356,164,1280,720,false,,0.0
2596,86.533,log1,group_02,traffic1.mp4,279,car,0.585,855,90,926,142,890,116,1280,720,false,left,69.3
2597,86.567,log1,group_02,traffic1.mp4,279,car,0.463,848,86,923,141,885,113,1280,720,false,left,174.9
2621,87.367,log1,group_02,traffic1.mp4,286,car,0.448,1160,490,1278,709,1219,599,1280,720,true,,0.0
2622,87.4,log1,group_02,traffic1.mp4,287,bus,0.477,216,0,1219,641,717,320,1280,720,false,,0.0
2622,87.4,log1,group_02,traffic1.mp4,279,car,0.434,796,72,867,121,831,96,1280,720,false,left,68.7
2623,87.433,log1,group_02,traffic1.mp4,285,car,0.503,1137,196,1275,307,1206,251,1280,720,false,,0.0
2623,87.433,log1,group_02,traffic1.mp4,287,bus,0.472,223,0,1220,636,721,318,1280,720,false,right,161.6
2624,87.467,log1,group_02,traffic1.mp4,287,bus,0.453,227,1,1221,635,724,318,1280,720,false,right,60.0
2625,87.5,log1,group_02,traffic1.mp4,287,bus,0.463,230,2,1221,638,725,320,1280,720,false,right,67.1
2626,87.533,log1,group_02,traffic1.mp4,287,bus,0.422,233,3,1218,637,725,320,1280,720,false,right,0.0
2627,87.567,log1,group_02,traffic1.mp4,287,bus,0.412,240,3,1216,637,728,320,1280,720,false,right,90.0
2628,87.6,log1,group_02,traffic1.mp4,286,car,0.544,1137,482,1277,711,1207,596,1280,720,false,left,52.1
2628,87.6,log1,group_02,traffic1.mp4,287,bus,0.46,248,3,1215,637,731,320,1280,720,false,right,90.0
2629,87.633,log1,group_02,traffic1.mp4,287,bus,0.429,253,4,1214,637,733,320,1280,720,false,right,67.1
2630,87.667,log1,group_02,traffic1.mp4,287,bus,0.472,257,2,1210,632,733,317,1280,720,false,right,123.7
2631,87.7,log1,group_02,traffic1.mp4,287,bus,0.454,262,2,1206,630,734,316,1280,720,false,right,30.0
2632,87.733,log1,group_02,traffic1.mp4,286,car,0.46,1123,464,1278,710,1200,587,1280,720,false,left,91.5
2632,87.733,log1,group_02,traffic1.mp4,287,bus,0.447,262,4,1197,634,729,319,1280,720,false,right,150.0
2633,87.767,log1,group_02,traffic1.mp4,286,car,0.491,1118,461,1278,710,1198,585,1280,720,false,left,67.1
2633,87.767,log1,group_02,traffic1.mp4,287,bus,0.459,266,3,1199,632,732,317,1280,720,false,right,94.9
2634,87.8,log1,group_02,traffic1.mp4,286,car,0.61,1116,473,1278,714,1197,593,1280,720,false,left,212.1
2634,87.8,log1,group_02,traffic1.mp4,287,bus,0.519,268,3,1199,632,733,317,1280,720,false,right,0.0
2635,87.833,log1,group_02,traffic1.mp4,286,car,0.534,1111,469,1277,711,1194,590,1280,720,false,left,127.3
2635,87.833,log1,group_02,traffic1.mp4,287,bus,0.505,270,2,1200,630,735,316,1280,720,false,up,84.9
2636,87.867,log1,group_02,traffic1.mp4,286,car,0.505,1106,462,1277,708,1191,585,1280,720,false,left,161.6
2636,87.867,log1,group_02,traffic1.mp4,287,bus,0.445,274,0,1200,624,737,312,1280,720,false,up,134.2
2637,87.9,log1,group_02,traffic1.mp4,286,car,0.598,1101,473,1277,712,1189,592,1280,720,false,left,256.3
2638,87.933,log1,group_02,traffic1.mp4,286,car,0.58,1099,466,1277,709,1188,587,1280,720,false,left,182.5
2639,87.967,log1,group_02,traffic1.mp4,286,car,0.499,1094,463,1277,708,1185,585,1280,720,false,left,84.9
2640,88.0,log1,group_02,traffic1.mp4,286,car,0.467,1090,463,1277,709,1183,586,1280,720,false,left,67.1
2641,88.033,log1,group_02,traffic1.mp4,286,car,0.58,1086,467,1277,710,1181,588,1280,720,false,left,108.2
2642,88.067,log1,group_02,traffic1.mp4,286,car,0.551,1083,475,1277,713,1180,594,1280,720,false,left,161.6
2643,88.1,log1,group_02,traffic1.mp4,286,car,0.564,1079,480,1277,714,1178,597,1280,720,false,left,108.2
2644,88.133,log1,group_02,traffic1.mp4,286,car,0.527,1075,473,1277,709,1176,591,1280,720,false,left,189.7
2645,88.167,log1,group_02,traffic1.mp4,286,car,0.427,1071,467,1277,707,1174,587,1280,720,false,left,134.2
2646,88.2,log1,group_02,traffic1.mp4,286,car,0.535,1069,470,1278,709,1173,589,1280,720,false,left,67.1
2647,88.233,log1,group_02,traffic1.mp4,286,car,0.487,1065,471,1278,709,1171,590,1280,720,false,left,42.4
2665,88.833,log1,group_02,traffic1.mp4,286,car,0.483,996,461,1277,720,1136,590,1280,720,false,left,60.0
2666,88.867,log1,group_02,traffic1.mp4,286,car,0.441,992,467,1277,720,1134,593,1280,720,false,left,134.2
2667,88.9,log1,group_02,traffic1.mp4,279,car,0.467,751,62,792,95,771,78,1280,720,false,left,41.3
2668,88.933,log1,group_02,traffic1.mp4,279,car,0.468,746,61,790,95,768,78,1280,720,false,left,120.0
2669,88.967,log1,group_02,traffic1.mp4,279,car,0.483,742,59,788,95,765,77,1280,720,false,left,94.9
2673,89.1,log1,group_02,traffic1.mp4,286,car,0.413,965,456,1277,718,1121,587,1280,720,false,left,63.3
2683,89.433,log1,group_02,traffic1.mp4,286,car,0.574,926,459,1276,718,1101,588,1280,720,false,left,60.1
2684,89.467,log1,group_02,traffic1.mp4,286,car,0.545,922,461,1276,719,1099,590,1280,720,false,left,84.9
2685,89.5,log1,group_02,traffic1.mp4,286,car,0.623,917,471,1275,722,1096,596,1280,720,false,left,201.2
2686,89.533,log1,group_02,traffic1.mp4,286,car,0.635,913,478,1276,723,1094,600,1280,720,false,left,153.0
2687,89.567,log1,group_02,traffic1.mp4,286,car,0.685,910,488,1276,725,1093,606,1280,720,false,left,189.7
2688,89.6,log1,group_02,traffic1.mp4,286,car,0.752,905,502,1277,727,1091,614,1280,720,false,left,247.4
2688,89.6,log1,group_02,traffic1.mp4,279,car,0.416,720,47,765,86,742,66,1280,720,false,left,38.8
2689,89.633,log1,group_02,traffic1.mp4,286,car,0.734,901,509,1277,726,1089,617,1280,720,false,left,84.9
2689,89.633,log1,group_02,traffic1.mp4,279,car,0.482,720,47,765,85,742,66,1280,720,false,left,0.0
2690,89.667,log1,group_02,traffic1.mp4,286,car,0.777,896,517,1277,725,1086,621,1280,720,false,down,150.0
2690,89.667,log1,group_02,traffic1.mp4,279,car,0.49,719,47,764,85,741,66,1280,720,false,left,30.0
2691,89.7,log1,group_02,traffic1.mp4,286,car,0.801,891,524,1276,726,1083,625,1280,720,false,down,134.2
2691,89.7,log1,group_02,traffic1.mp4,279,car,0.487,719,46,764,84,741,65,1280,720,false,left,42.4
2692,89.733,log1,group_02,traffic1.mp4,286,car,0.767,887,528,1276,723,1081,625,1280,720,false,down,94.9
2693,89.767,log1,group_02,traffic1.mp4,286,car,0.792,882,532,1275,723,1078,627,1280,720,false,down,94.9
2693,89.767,log1,group_02,traffic1.mp4,290,car,0.457,389,157,481,252,435,204,1280,720,false,,0.0
2694,89.8,log1,group_02,traffic1.mp4,286,car,0.813,877,539,1275,724,1076,631,1280,720,false,down,134.2
2694,89.8,log1,group_02,traffic1.mp4,291,car,0.456,510,166,600,254,555,210,1280,720,false,,0.0
2694,89.8,log1,group_02,traffic1.mp4,290,car,0.435,389,156,481,252,435,204,1280,720,false,,30.0
2695,89.833,log1,group_02,traffic1.mp4,286,car,0.792,871,533,1275,719,1073,626,1280,720,false,left,174.9
2695,89.833,log1,group_02,traffic1.mp4,290,car,0.432,389,157,481,252,435,204,1280,720,false,,0.0
2695,89.833,log1,group_02,traffic1.mp4,291,car,0.424,510,166,600,254,555,210,1280,720,false,,0.0
2696,89.867,log1,group_02,traffic1.mp4,286,car,0.797,867,528,1276,718,1071,623,1280,720,false,left,108.2
2697,89.9,log1,group_02,traffic1.mp4,286,car,0.811,862,526,1276,718,1069,622,1280,720,false,left,67.1
2698,89.933,log1,group_02,traffic1.mp4,286,car,0.791,857,531,1276,721,1066,626,1280,720,false,left,134.2
2699,89.967,log1,group_02,traffic1.mp4,286,car,0.828,852,531,1275,721,1063,626,1280,720,false,left,90.0
2700,90.0,log1,group_02,traffic1.mp4,286,car,0.836,846,529,1275,720,1060,624,1280,720,false,left,108.2
2701,90.033,log1,group_02,traffic1.mp4,286,car,0.83,841,531,1275,721,1058,626,1280,720,false,left,108.2
2702,90.067,log1,group_02,traffic1.mp4,286,car,0.833,836,537,1275,723,1055,630,1280,720,false,left,134.2
2703,90.1,log1,group_02,traffic1.mp4,286,car,0.835,831,543,1275,724,1053,633,1280,720,false,left,127.3
2704,90.133,log1,group_02,traffic1.mp4,286,car,0.833,824,547,1274,723,1049,635,1280,720,false,left,134.2
2705,90.167,log1,group_02,traffic1.mp4,286,car,0.839,818,549,1274,722,1046,635,1280,720,false,left,90.0
2706,90.2,log1,group_02,traffic1.mp4,286,car,0.833,813,549,1274,721,1043,635,1280,720,false,left,90.0
2707,90.233,log1,group_02,traffic1.mp4,286,car,0.829,805,542,1272,718,1038,630,1280,720,false,left,212.1
2708,90.267,log1,group_02,traffic1.mp4,286,car,0.837,798,542,1271,719,1034,630,1280,720,false,left,123.7
2709,90.3,log1,group_02,traffic1.mp4,286,car,0.82,790,541,1264,719,1027,630,1280,720,false,left,212.1
2710,90.333,log1,group_02,traffic1.mp4,286,car,0.822,782,545,1259,720,1020,632,1280,720,false,left,189.7
2711,90.367,log1,group_02,traffic1.mp4,286,car,0.814,774,544,1253,719,1013,631,1280,720,false,left,240.0
2712,90.4,log1,group_02,traffic1.mp4,286,car,0.819,766,540,1247,717,1006,628,1280,720,false,left,241.9
2713,90.433,log1,group_02,traffic1.mp4,286,car,0.819,761,546,1240,719,1000,632,1280,720,false,left,234.3
2714,90.467,log1,group_02,traffic1.mp4,286,car,0.827,752,549,1231,720,991,634,1280,720,false,left,247.4
2715,90.5,log1,group_02,traffic1.mp4,286,car,0.815,745,547,1223,717,984,632,1280,720,false,left,256.3
2716,90.533,log1,group_02,traffic1.mp4,286,car,0.825,737,550,1216,718,976,634,1280,720,false,left,218.4
2717,90.567,log1,group_02,traffic1.mp4,286,car,0.824,732,550,1211,717,971,633,1280,720,false,left,182.5
2718,90.6,log1,group_02,traffic1.mp4,286,car,0.817,725,552,1203,717,964,634,1280,720,false,left,212.1
2718,90.6,log1,group_02,traffic1.mp4,292,car,0.436,1040,202,1135,268,1087,235,1280,720,false,,0.0
2718,90.6,log1,group_02,traffic1.mp4,292,car,0.43,1040,202,1135,268,1087,235,1280,720,false,,0.0
2719,90.633,log1,group_02,traffic1.mp4,286,car,0.807,715,550,1194,716,954,633,1280,720,false,left,271.7
2720,90.667,log1,group_02,traffic1.mp4,286,car,0.808,708,552,1187,716,947,634,1280,720,false,left,241.9
2721,90.7,log1,group_02,traffic1.mp4,286,car,0.808,700,552,1178,715,939,633,1280,720,false,left,240.0
2722,90.733,log1,group_02,traffic1.mp4,286,car,0.815,691,551,1169,715,930,633,1280,720,false,left,271.7
2723,90.767,log1,group_02,traffic1.mp4,286,car,0.803,684,550,1161,714,922,632,1280,720,false,left,241.9
2724,90.8,log1,group_02,traffic1.mp4,286,car,0.785,675,548,1153,714,914,631,1280,720,false,left,241.9
2725,90.833,log1,group_02,traffic1.mp4,286,car,0.771,668,548,1145,715,906,631,1280,720,false,left,240.0
2726,90.867,log1,group_02,traffic1.mp4,286,car,0.767,658,547,1135,715,896,631,1280,720,false,left,300.0
2727,90.9,log1,group_02,traffic1.mp4,286,car,0.812,648,545,1125,715,886,630,1280,720,false,left,301.5
2728,90.933,log1,group_02,traffic1.mp4,286,car,0.766,638,539,1116,713,877,626,1280,720,false,left,295.5
2729,90.967,log1,group_02,traffic1.mp4,286,car,0.811,629,538,1106,714,867,626,1280,720,false,left,300.0
2730,91.0,log1,group_02,traffic1.mp4,286,car,0.817,620,540,1098,715,859,627,1280,720,false,left,247.4
2731,91.033,log1,group_02,traffic1.mp4,286,car,0.824,611,535,1089,713,850,624,1280,720,false,left,295.5
2732,91.067,log1,group_02,traffic1.mp4,286,car,0.802,601,535,1080,713,840,624,1280,720,false,left,300.0
2733,91.1,log1,group_02,traffic1.mp4,286,car,0.805,591,535,1069,714,830,624,1280,720,false,left,300.0
2733,91.1,log1,group_02,traffic1.mp4,291,car,0.504,510,166,600,255,555,210,1280,720,false,,0.0
2734,91.133,log1,group_02,traffic1.mp4,286,car,0.792,583,537,1060,715,821,626,1280,720,false,left,276.6
2734,91.133,log1,group_02,traffic1.mp4,291,car,0.592,510,165,600,254,555,209,1280,720,false,,0.0
2735,91.167,log1,group_02,traffic1.mp4,286,car,0.803,574,540,1050,716,812,628,1280,720,false,left,276.6
2735,91.167,log1,group_02,traffic1.mp4,291,car,0.583,511,165,600,255,555,210,1280,720,false,,0.0
2736,91.2,log1,group_02,traffic1.mp4,286,car,0.826,564,541,1039,716,801,628,1280,720,false,left,301.5
2736,91.2,log1,group_02,traffic1.mp4,291,car,0.554,511,166,600,255,555,210,1280,720,false,,30.0
2736,91.2,log1,group_02,traffic1.mp4,293,car,0.532,1018,168,1122,261,1070,214,1280,720,false,,0.0
2737,91.233,log1,group_02,traffic1.mp4,286,car,0.828,554,535,1030,713,792,624,1280,720,false,left,335.4
2737,91.233,log1,group_02,traffic1.mp4,291,car,0.543,511,166,601,255,556,210,1280,720,false,,30.0
2738,91.267,log1,group_02,traffic1.mp4,286,car,0.823,544,536,1020,714,782,625,1280,720,false,left,301.5
2738,91.267,log1,group_02,traffic1.mp4,291,car,0.585,511,166,601,256,556,211,1280,720,false,,0.0
2739,91.3,log1,group_02,traffic1.mp4,286,car,0.797,535,539,1010,715,772,627,1280,720,false,left,305.9
2739,91.3,log1,group_02,traffic1.mp4,292,car,0.478,1016,192,1111,258,1063,225,1280,720,false,left,35.8
2739,91.3,log1,group_02,traffic1.mp4,291,car,0.417,511,166,601,256,556,211,1280,720,false,,0.0
2740,91.333,log1,group_02,traffic1.mp4,286,car,0.821,525,537,999,715,762,626,1280,720,false,left,301.5
2741,91.367,log1,group_02,traffic1.mp4,286,car,0.823,514,541,987,717,750,629,1280,720,false,left,342.1
2742,91.4,log1,group_02,traffic1.mp4,286,car,0.823,505,543,977,717,741,630,1280,720,false,left,301.5
2743,91.433,log1,group_02,traffic1.mp4,286,car,0.813,495,536,967,714,731,625,1280,720,false,left,335.4
2744,91.467,log1,group_02,traffic1.mp4,286,car,0.809,483,536,955,715,719,625,1280,720,false,left,361.2
2745,91.5,log1,group_02,traffic1.mp4,286,car,0.798,473,536,945,714,709,625,1280,720,false,left,301.5
2746,91.533,log1,group_02,traffic1.mp4,286,car,0.81,464,538,934,716,699,627,1280,720,false,left,305.9
2747,91.567,log1,group_02,traffic1.mp4,286,car,0.831,452,541,921,717,686,629,1280,720,false,left,365.0
2748,91.6,log1,group_02,traffic1.mp4,286,car,0.826,441,543,910,717,675,630,1280,720,false,left,331.4
