frame,timestamp_sec,scene_name,group_id,video_name,track_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,cx,cy,frame_width,frame_height,crossed_line,direction,speed_px_s
166,5.533,log1,group_02,traffic1.mp4,7,truck,0.603,303,182,866,447,584,314,1280,720,false,left,182.5
167,5.567,log1,group_02,traffic1.mp4,7,truck,0.591,298,184,860,447,579,315,1280,720,false,left,182.5
168,5.6,log1,group_02,traffic1.mp4,7,truck,0.576,295,185,856,448,575,316,1280,720,false,left,120.0
168,5.6,log1,group_02,traffic1.mp4,24,truck,0.46,46,-3,187,119,116,58,1280,720,false,,0.0
169,5.633,log1,group_02,traffic1.mp4,7,truck,0.482,293,184,854,448,573,316,1280,720,false,left,30.0
169,5.633,log1,group_02,traffic1.mp4,7,bus,0.454,293,184,854,448,573,316,1280,720,false,left,30.0
169,5.633,log1,group_02,traffic1.mp4,24,truck,0.441,67,-2,206,119,136,58,1280,720,false,right,630.7
170,5.667,log1,group_02,traffic1.mp4,7,bus,0.603,292,184,851,450,571,317,1280,720,false,left,67.1
170,5.667,log1,group_02,traffic1.mp4,7,truck,0.508,292,184,851,450,571,317,1280,720,false,left,67.1
171,5.7,log1,group_02,traffic1.mp4,7,bus,0.553,292,186,848,452,570,319,1280,720,false,left,84.9
171,5.7,log1,group_02,traffic1.mp4,7,truck,0.539,292,186,848,452,570,319,1280,720,false,left,84.9
172,5.733,log1,group_02,traffic1.mp4,7,bus,0.587,294,187,848,453,571,320,1280,720,false,down,42.4
173,5.767,log1,group_02,traffic1.mp4,7,bus,0.479,298,188,850,453,574,320,1280,720,false,down,94.9
174,5.8,log1,group_02,traffic1.mp4,7,truck,0.447,304,190,853,454,578,322,1280,720,false,down,153.0
174,5.8,log1,group_02,traffic1.mp4,7,car,0.436,304,190,853,454,578,322,1280,720,false,right,153.0
175,5.833,log1,group_02,traffic1.mp4,7,bus,0.456,312,188,857,451,584,319,1280,720,false,right,161.6
175,5.833,log1,group_02,traffic1.mp4,7,truck,0.411,312,188,857,451,584,319,1280,720,false,right,161.6
176,5.867,log1,group_02,traffic1.mp4,25,car,0.447,330,197,857,447,593,322,1280,720,false,,0.0
176,5.867,log1,group_02,traffic1.mp4,25,bus,0.407,330,197,857,447,593,322,1280,720,false,,0.0
177,5.9,log1,group_02,traffic1.mp4,25,car,0.404,337,195,862,444,599,319,1280,720,false,right,174.9
177,5.9,log1,group_02,traffic1.mp4,25,truck,0.401,337,195,862,444,599,319,1280,720,false,right,174.9
178,5.933,log1,group_02,traffic1.mp4,25,car,0.445,345,194,869,443,607,318,1280,720,false,right,240.0
182,6.067,log1,group_02,traffic1.mp4,25,truck,0.558,375,204,891,456,633,330,1280,720,false,right,211.7
183,6.1,log1,group_02,traffic1.mp4,26,truck,0.542,443,2,557,126,500,64,1280,720,false,,0.0
183,6.1,log1,group_02,traffic1.mp4,25,car,0.451,383,208,896,459,639,333,1280,720,false,right,228.5
183,6.1,log1,group_02,traffic1.mp4,25,truck,0.445,383,208,896,459,639,333,1280,720,false,right,228.5
185,6.167,log1,group_02,traffic1.mp4,7,truck,0.485,386,205,908,470,647,337,1280,720,false,right,195.8
188,6.267,log1,group_02,traffic1.mp4,25,truck,0.463,402,230,905,486,653,358,1280,720,false,right,169.1
189,6.3,log1,group_02,traffic1.mp4,25,car,0.493,401,240,903,497,652,368,1280,720,false,right,331.4
190,6.333,log1,group_02,traffic1.mp4,25,truck,0.439,398,254,899,511,648,382,1280,720,false,down,400.2
207,6.9,log1,group_02,traffic1.mp4,7,truck,0.445,344,248,805,516,574,382,1280,720,false,down,116.9
208,6.933,log1,group_02,traffic1.mp4,7,truck,0.519,345,252,799,517,572,384,1280,720,false,down,84.9
220,7.333,log1,group_02,traffic1.mp4,26,truck,0.602,980,222,1123,404,1051,313,1280,720,false,right,491.0
221,7.367,log1,group_02,traffic1.mp4,26,truck,0.52,990,233,1130,415,1060,324,1280,720,false,right,408.0
222,7.4,log1,group_02,traffic1.mp4,29,truck,0.476,1150,250,1288,454,1219,352,1280,720,false,,0.0
223,7.433,log1,group_02,traffic1.mp4,29,car,0.526,1176,298,1287,461,1231,379,1280,720,false,down,899.0
224,7.467,log1,group_02,traffic1.mp4,29,truck,0.418,1192,283,1288,443,1240,363,1280,720,false,right,536.7
229,7.633,log1,group_02,traffic1.mp4,31,car,0.652,1,411,53,659,27,535,1280,720,true,,0.0
230,7.667,log1,group_02,traffic1.mp4,31,car,0.669,1,410,56,659,28,534,1280,720,false,right,67.1
231,7.7,log1,group_02,traffic1.mp4,31,car,0.666,2,415,61,662,31,538,1280,720,false,down,161.6
232,7.733,log1,group_02,traffic1.mp4,31,car,0.684,2,420,64,665,33,542,1280,720,false,down,108.2
233,7.767,log1,group_02,traffic1.mp4,31,car,0.711,2,425,67,664,34,544,1280,720,false,down,94.9
234,7.8,log1,group_02,traffic1.mp4,31,car,0.719,2,433,71,670,36,551,1280,720,false,down,189.7
234,7.8,log1,group_02,traffic1.mp4,7,truck,0.437,215,329,565,532,390,430,1280,720,false,left,216.9
235,7.833,log1,group_02,traffic1.mp4,31,car,0.737,1,437,73,669,37,553,1280,720,false,down,67.1
235,7.833,log1,group_02,traffic1.mp4,7,car,0.545,206,333,550,528,378,430,1280,720,false,left,361.2
235,7.833,log1,group_02,traffic1.mp4,28,truck,0.404,1093,255,1239,414,1166,334,1280,720,false,,0.0
236,7.867,log1,group_02,traffic1.mp4,31,car,0.742,1,441,76,671,38,556,1280,720,false,down,108.2
236,7.867,log1,group_02,traffic1.mp4,7,car,0.472,198,334,538,525,368,429,1280,720,false,left,300.0
237,7.9,log1,group_02,traffic1.mp4,31,car,0.75,2,443,80,669,41,556,1280,720,false,down,60.0
238,7.933,log1,group_02,traffic1.mp4,31,car,0.763,1,444,82,665,41,554,1280,720,false,down,42.4
238,7.933,log1,group_02,traffic1.mp4,33,truck,0.58,913,139,1273,433,1093,286,1280,720,false,,0.0
239,7.967,log1,group_02,traffic1.mp4,31,car,0.756,1,446,84,662,42,554,1280,720,false,down,42.4
239,7.967,log1,group_02,traffic1.mp4,33,truck,0.488,916,144,1274,435,1095,289,1280,720,false,down,108.2
240,8.0,log1,group_02,traffic1.mp4,31,car,0.769,1,447,87,660,44,553,1280,720,false,right,42.4
241,8.033,log1,group_02,traffic1.mp4,31,car,0.769,1,444,89,656,45,550,1280,720,false,right,94.9
242,8.067,log1,group_02,traffic1.mp4,31,car,0.726,1,441,92,653,46,547,1280,720,false,right,108.2
243,8.1,log1,group_02,traffic1.mp4,31,car,0.693,1,440,94,653,47,546,1280,720,false,up,30.0
244,8.133,log1,group_02,traffic1.mp4,31,car,0.687,1,442,96,654,48,548,1280,720,false,up,67.1
245,8.167,log1,group_02,traffic1.mp4,31,car,0.649,1,441,100,657,50,549,1280,720,false,right,94.9
245,8.167,log1,group_02,traffic1.mp4,35,truck,0.487,1116,246,1265,428,1190,337,1280,720,false,,0.0
246,8.2,log1,group_02,traffic1.mp4,31,car,0.681,1,443,103,658,52,550,1280,720,false,right,67.1
246,8.2,log1,group_02,traffic1.mp4,35,truck,0.559,1118,245,1269,430,1193,337,1280,720,false,right,60.0
247,8.233,log1,group_02,traffic1.mp4,31,car,0.653,1,444,105,659,53,551,1280,720,false,right,30.0
247,8.233,log1,group_02,traffic1.mp4,35,truck,0.518,1120,247,1270,430,1195,338,1280,720,false,right,67.1
247,8.233,log1,group_02,traffic1.mp4,7,car,0.431,98,316,407,488,252,402,1280,720,false,left,322.8
248,8.267,log1,group_02,traffic1.mp4,35,truck,0.459,1122,248,1271,431,1196,339,1280,720,false,right,67.1
248,8.267,log1,group_02,traffic1.mp4,7,car,0.412,88,313,395,485,241,399,1280,720,false,left,342.1
249,8.3,log1,group_02,traffic1.mp4,35,truck,0.487,1125,251,1271,432,1198,341,1280,720,false,right,94.9
250,8.333,log1,group_02,traffic1.mp4,35,truck,0.546,1127,253,1272,432,1199,342,1280,720,false,right,42.4
251,8.367,log1,group_02,traffic1.mp4,31,car,0.719,1,447,116,658,58,552,1280,720,false,right,47.4
251,8.367,log1,group_02,traffic1.mp4,35,truck,0.572,1130,254,1274,433,1202,343,1280,720,false,right,94.9
252,8.4,log1,group_02,traffic1.mp4,31,car,0.582,0,438,117,656,58,547,1280,720,false,right,180.0
252,8.4,log1,group_02,traffic1.mp4,35,truck,0.573,1132,255,1275,435,1203,345,1280,720,false,right,67.1
252,8.4,log1,group_02,traffic1.mp4,7,car,0.444,47,305,348,477,197,391,1280,720,false,left,335.4
253,8.433,log1,group_02,traffic1.mp4,35,truck,0.535,1133,258,1275,437,1204,347,1280,720,false,down,90.0
253,8.433,log1,group_02,traffic1.mp4,31,car,0.456,0,420,119,654,59,537,1280,720,false,right,301.5
253,8.433,log1,group_02,traffic1.mp4,7,car,0.417,44,305,339,477,191,391,1280,720,false,left,180.0
254,8.467,log1,group_02,traffic1.mp4,31,car,0.476,0,411,121,655,60,533,1280,720,false,up,123.7
254,8.467,log1,group_02,traffic1.mp4,7,truck,0.428,35,301,328,473,181,387,1280,720,false,left,351.1
254,8.467,log1,group_02,traffic1.mp4,35,truck,0.42,1134,285,1273,447,1203,366,1280,720,false,down,540.8
255,8.5,log1,group_02,traffic1.mp4,35,truck,0.727,1137,273,1276,440,1206,356,1280,720,false,down,313.2
255,8.5,log1,group_02,traffic1.mp4,31,car,0.577,0,430,124,664,62,547,1280,720,false,right,421.1
256,8.533,log1,group_02,traffic1.mp4,35,truck,0.708,1140,268,1279,438,1209,353,1280,720,false,down,127.3
256,8.533,log1,group_02,traffic1.mp4,31,car,0.483,0,400,128,661,64,530,1280,720,false,up,513.5
257,8.567,log1,group_02,traffic1.mp4,35,truck,0.598,1142,264,1280,439,1211,351,1280,720,false,right,67.1
257,8.567,log1,group_02,traffic1.mp4,36,person,0.467,550,243,578,313,564,278,1280,720,false,,0.0
257,8.567,log1,group_02,traffic1.mp4,31,car,0.402,0,428,131,671,65,549,1280,720,false,right,573.1
258,8.6,log1,group_02,traffic1.mp4,35,truck,0.512,1144,264,1281,441,1212,352,1280,720,false,right,60.0
258,8.6,log1,group_02,traffic1.mp4,36,person,0.506,551,243,579,313,565,278,1280,720,false,,30.0
258,8.6,log1,group_02,traffic1.mp4,31,car,0.493,0,439,133,678,66,558,1280,720,false,right,271.7
259,8.633,log1,group_02,traffic1.mp4,36,person,0.467,552,244,580,313,566,278,1280,720,false,right,42.4
259,8.633,log1,group_02,traffic1.mp4,35,truck,0.45,1147,260,1282,441,1214,350,1280,720,false,right,42.4
260,8.667,log1,group_02,traffic1.mp4,35,truck,0.457,1152,263,1283,446,1217,354,1280,720,false,right,127.3
260,8.667,log1,group_02,traffic1.mp4,36,person,0.447,553,245,581,314,567,279,1280,720,false,right,42.4
261,8.7,log1,group_02,traffic1.mp4,35,truck,0.573,1154,265,1283,449,1218,357,1280,720,false,right,108.2
261,8.7,log1,group_02,traffic1.mp4,36,person,0.48,554,247,584,316,569,281,1280,720,false,right,84.9
262,8.733,log1,group_02,traffic1.mp4,36,person,0.544,556,249,586,317,571,283,1280,720,false,right,67.1
262,8.733,log1,group_02,traffic1.mp4,31,car,0.535,2,457,147,681,74,569,1280,720,false,down,97.8
262,8.733,log1,group_02,traffic1.mp4,35,truck,0.501,1159,264,1283,451,1221,357,1280,720,false,right,67.1
263,8.767,log1,group_02,traffic1.mp4,35,truck,0.561,1163,270,1283,455,1223,362,1280,720,false,right,161.6
263,8.767,log1,group_02,traffic1.mp4,36,person,0.542,558,252,589,320,573,286,1280,720,false,right,108.2
263,8.767,log1,group_02,traffic1.mp4,31,car,0.482,2,447,152,676,77,561,1280,720,false,down,228.5
264,8.8,log1,group_02,traffic1.mp4,35,truck,0.598,1169,273,1284,456,1226,364,1280,720,false,right,94.9
264,8.8,log1,group_02,traffic1.mp4,36,person,0.459,562,254,593,322,577,288,1280,720,false,right,134.2
265,8.833,log1,group_02,traffic1.mp4,36,person,0.427,567,255,597,323,582,289,1280,720,false,right,153.0
266,8.867,log1,group_02,traffic1.mp4,36,person,0.445,573,256,603,324,588,290,1280,720,false,right,182.5
270,9.0,log1,group_02,traffic1.mp4,36,person,0.51,612,258,639,326,625,292,1280,720,false,right,277.9
272,9.067,log1,group_02,traffic1.mp4,35,car,0.572,1086,275,1266,458,1176,366,1280,720,false,left,187.6
284,9.467,log1,group_02,traffic1.mp4,40,car,0.645,1189,360,1281,541,1235,450,1280,720,true,,0.0
285,9.5,log1,group_02,traffic1.mp4,40,car,0.632,1194,378,1282,548,1238,463,1280,720,false,down,400.2
286,9.533,log1,group_02,traffic1.mp4,40,car,0.434,1199,376,1282,548,1240,462,1280,720,false,down,94.9
287,9.567,log1,group_02,traffic1.mp4,41,person,0.627,745,298,773,362,759,330,1280,720,false,,0.0
287,9.567,log1,group_02,traffic1.mp4,40,car,0.565,1203,380,1282,550,1242,465,1280,720,false,down,108.2
288,9.6,log1,group_02,traffic1.mp4,40,car,0.619,1208,387,1283,556,1245,471,1280,720,false,down,189.7
288,9.6,log1,group_02,traffic1.mp4,41,person,0.437,747,299,776,364,761,331,1280,720,false,right,67.1
289,9.633,log1,group_02,traffic1.mp4,40,car,0.562,1213,385,1283,553,1248,469,1280,720,false,down,108.2
289,9.633,log1,group_02,traffic1.mp4,41,person,0.41,750,301,779,366,764,333,1280,720,false,right,134.2
290,9.667,log1,group_02,traffic1.mp4,41,person,0.59,754,302,783,369,768,335,1280,720,false,right,134.2
291,9.7,log1,group_02,traffic1.mp4,41,person,0.57,755,303,785,370,770,336,1280,720,false,right,67.1
291,9.7,log1,group_02,traffic1.mp4,42,car,0.547,308,270,393,356,350,313,1280,720,false,,0.0
292,9.733,log1,group_02,traffic1.mp4,41,person,0.503,757,306,787,372,772,339,1280,720,false,right,84.9
293,9.767,log1,group_02,traffic1.mp4,41,person,0.564,759,306,790,373,774,339,1280,720,false,right,60.0
294,9.8,log1,group_02,traffic1.mp4,41,person,0.491,760,307,791,372,775,339,1280,720,false,right,67.1
295,9.833,log1,group_02,traffic1.mp4,42,car,0.619,321,279,405,360,363,319,1280,720,false,right,110.7
295,9.833,log1,group_02,traffic1.mp4,41,person,0.501,761,308,792,373,776,340,1280,720,false,right,30.0
296,9.867,log1,group_02,traffic1.mp4,41,person,0.464,762,311,793,375,777,343,1280,720,false,right,94.9
296,9.867,log1,group_02,traffic1.mp4,42,car,0.427,323,275,408,359,365,317,1280,720,false,right,108.2
297,9.9,log1,group_02,traffic1.mp4,41,person,0.514,761,311,793,376,777,343,1280,720,false,down,30.0
297,9.9,log1,group_02,traffic1.mp4,42,car,0.423,323,275,409,360,366,317,1280,720,false,right,42.4
298,9.933,log1,group_02,traffic1.mp4,41,person,0.543,761,312,793,377,777,344,1280,720,false,down,60.0
299,9.967,log1,group_02,traffic1.mp4,41,person,0.563,760,312,792,376,776,344,1280,720,false,down,42.4
300,10.0,log1,group_02,traffic1.mp4,41,person,0.6,759,312,790,376,774,344,1280,720,false,down,30.0
301,10.033,log1,group_02,traffic1.mp4,41,person,0.538,758,312,789,376,773,344,1280,720,false,down,30.0
302,10.067,log1,group_02,traffic1.mp4,41,person,0.428,756,313,787,377,771,345,1280,720,false,left,94.9
303,10.1,log1,group_02,traffic1.mp4,41,person,0.407,754,314,784,378,769,346,1280,720,false,left,67.1
312,10.4,log1,group_02,traffic1.mp4,46,car,0.616,1174,391,1273,581,1223,486,1280,720,true,,0.0
323,10.767,log1,group_02,traffic1.mp4,49,car,0.532,-5,580,38,697,16,638,1280,720,true,,0.0
328,10.933,log1,group_02,traffic1.mp4,48,truck,0.409,959,352,1101,532,1030,442,1280,720,true,,0.0
329,10.967,log1,group_02,traffic1.mp4,48,truck,0.445,943,353,1082,531,1012,442,1280,720,false,left,510.0
330,11.0,log1,group_02,traffic1.mp4,48,truck,0.521,927,352,1065,530,996,441,1280,720,false,left,510.9
331,11.033,log1,group_02,traffic1.mp4,48,truck,0.546,912,353,1048,529,980,441,1280,720,false,left,480.0
347,11.567,log1,group_02,traffic1.mp4,51,car,0.797,1203,407,1277,528,1240,467,1280,720,true,,0.0
348,11.6,log1,group_02,traffic1.mp4,51,car,0.756,1199,404,1276,524,1237,464,1280,720,false,up,127.3
349,11.633,log1,group_02,traffic1.mp4,51,car,0.768,1194,401,1274,520,1234,460,1280,720,false,up,127.3
350,11.667,log1,group_02,traffic1.mp4,51,car,0.803,1188,398,1273,516,1230,457,1280,720,false,up,150.0
351,11.7,log1,group_02,traffic1.mp4,51,car,0.819,1182,396,1272,512,1227,454,1280,720,false,up,150.0
352,11.733,log1,group_02,traffic1.mp4,51,car,0.68,1175,392,1272,509,1223,450,1280,720,false,up,169.7
353,11.767,log1,group_02,traffic1.mp4,51,car,0.547,1167,389,1271,505,1219,447,1280,720,false,left,150.0
354,11.8,log1,group_02,traffic1.mp4,51,car,0.819,1160,388,1271,503,1215,445,1280,720,false,left,94.9
355,11.833,log1,group_02,traffic1.mp4,51,car,0.611,1153,387,1270,500,1211,443,1280,720,false,left,134.2
356,11.867,log1,group_02,traffic1.mp4,51,car,0.765,1147,386,1270,497,1208,441,1280,720,false,left,134.2
357,11.9,log1,group_02,traffic1.mp4,51,car,0.625,1140,384,1268,495,1204,439,1280,720,false,left,150.0
361,12.033,log1,group_02,traffic1.mp4,51,car,0.584,1119,377,1251,482,1185,429,1280,720,false,left,157.7
368,12.267,log1,group_02,traffic1.mp4,56,car,0.472,1235,285,1279,355,1257,320,1280,720,false,,0.0
369,12.3,log1,group_02,traffic1.mp4,56,car,0.459,1235,283,1279,357,1257,320,1280,720,false,,0.0
370,12.333,log1,group_02,traffic1.mp4,56,car,0.633,1234,283,1279,357,1256,320,1280,720,false,,30.0
371,12.367,log1,group_02,traffic1.mp4,56,car,0.623,1233,285,1279,358,1256,321,1280,720,false,,30.0
372,12.4,log1,group_02,traffic1.mp4,60,car,0.701,1203,434,1276,626,1239,530,1280,720,true,,0.0
372,12.4,log1,group_02,traffic1.mp4,56,car,0.674,1231,283,1279,357,1255,320,1280,720,false,left,42.4
373,12.433,log1,group_02,traffic1.mp4,60,car,0.786,1199,440,1275,614,1237,527,1280,720,false,up,127.3
373,12.433,log1,group_02,traffic1.mp4,56,car,0.516,1229,282,1278,357,1253,319,1280,720,false,left,42.4
374,12.467,log1,group_02,traffic1.mp4,60,car,0.78,1192,437,1274,605,1233,521,1280,720,false,up,216.3
374,12.467,log1,group_02,traffic1.mp4,56,car,0.68,1227,281,1278,356,1252,318,1280,720,false,left,30.0
374,12.467,log1,group_02,traffic1.mp4,48,truck,0.492,666,369,788,538,727,453,1280,720,false,left,176.7
375,12.5,log1,group_02,traffic1.mp4,60,car,0.804,1186,434,1274,598,1230,516,1280,720,false,up,174.9
375,12.5,log1,group_02,traffic1.mp4,56,car,0.703,1225,280,1278,356,1251,318,1280,720,false,left,67.1
376,12.533,log1,group_02,traffic1.mp4,60,car,0.759,1179,426,1274,594,1226,510,1280,720,false,up,216.3
376,12.533,log1,group_02,traffic1.mp4,56,car,0.634,1223,279,1278,356,1250,317,1280,720,false,left,42.4
377,12.567,log1,group_02,traffic1.mp4,60,car,0.791,1173,424,1274,587,1223,505,1280,720,false,up,150.0
377,12.567,log1,group_02,traffic1.mp4,56,car,0.672,1221,278,1278,355,1249,316,1280,720,false,left,0.0
377,12.567,log1,group_02,traffic1.mp4,51,car,0.575,1061,344,1169,434,1115,389,1280,720,false,left,152.1
378,12.6,log1,group_02,traffic1.mp4,60,car,0.79,1167,420,1274,579,1220,499,1280,720,false,up,201.2
378,12.6,log1,group_02,traffic1.mp4,56,car,0.682,1219,278,1278,354,1248,316,1280,720,false,left,42.4
378,12.6,log1,group_02,traffic1.mp4,51,car,0.539,1057,342,1164,430,1110,386,1280,720,false,left,150.0
379,12.633,log1,group_02,traffic1.mp4,60,car,0.783,1162,411,1274,570,1218,490,1280,720,false,up,276.6
379,12.633,log1,group_02,traffic1.mp4,56,car,0.647,1217,278,1278,353,1247,315,1280,720,false,left,30.0
380,12.667,log1,group_02,traffic1.mp4,60,car,0.793,1154,398,1274,561,1214,479,1280,720,false,up,379.5
381,12.7,log1,group_02,traffic1.mp4,60,car,0.805,1148,398,1274,557,1211,477,1280,720,false,up,108.2
382,12.733,log1,group_02,traffic1.mp4,60,car,0.797,1140,396,1273,553,1206,474,1280,720,false,up,150.0
383,12.767,log1,group_02,traffic1.mp4,60,car,0.816,1132,398,1273,549,1202,473,1280,720,false,up,153.0
384,12.8,log1,group_02,traffic1.mp4,60,car,0.852,1124,401,1273,544,1198,472,1280,720,false,up,120.0
385,12.833,log1,group_02,traffic1.mp4,60,car,0.857,1115,401,1272,539,1193,470,1280,720,false,up,174.9
386,12.867,log1,group_02,traffic1.mp4,60,car,0.853,1107,400,1271,534,1189,467,1280,720,false,left,150.0
387,12.9,log1,group_02,traffic1.mp4,60,car,0.824,1099,397,1267,528,1183,462,1280,720,false,left,216.3
388,12.933,log1,group_02,traffic1.mp4,60,car,0.839,1089,395,1261,523,1175,459,1280,720,false,left,268.3
389,12.967,log1,group_02,traffic1.mp4,60,car,0.855,1080,392,1252,517,1166,454,1280,720,false,left,295.5
390,13.0,log1,group_02,traffic1.mp4,60,car,0.845,1071,389,1244,512,1157,450,1280,720,false,left,308.9
391,13.033,log1,group_02,traffic1.mp4,60,car,0.856,1061,387,1232,507,1146,447,1280,720,false,left,342.1
392,13.067,log1,group_02,traffic1.mp4,60,car,0.85,1049,383,1218,502,1133,442,1280,720,false,left,390.0
393,13.1,log1,group_02,traffic1.mp4,60,car,0.835,1036,382,1203,497,1119,439,1280,720,false,left,458.9
394,13.133,log1,group_02,traffic1.mp4,60,car,0.841,1023,378,1188,492,1105,435,1280,720,false,left,408.0
395,13.167,log1,group_02,traffic1.mp4,60,car,0.848,1011,374,1174,486,1092,430,1280,720,false,left,417.9
396,13.2,log1,group_02,traffic1.mp4,60,car,0.831,1001,371,1162,481,1081,426,1280,720,false,left,351.1
397,13.233,log1,group_02,traffic1.mp4,60,car,0.759,991,369,1148,477,1069,423,1280,720,false,left,371.1
398,13.267,log1,group_02,traffic1.mp4,60,car,0.82,980,366,1134,473,1057,419,1280,720,false,left,400.2
399,13.3,log1,group_02,traffic1.mp4,60,car,0.542,969,364,1120,470,1044,417,1280,720,false,left,371.1
400,13.333,log1,group_02,traffic1.mp4,60,car,0.749,958,360,1105,466,1031,413,1280,720,false,left,436.8
401,13.367,log1,group_02,traffic1.mp4,60,car,0.821,945,358,1090,462,1017,410,1280,720,false,left,429.5
402,13.4,log1,group_02,traffic1.mp4,60,car,0.742,933,354,1075,457,1004,405,1280,720,false,left,417.9
403,13.433,log1,group_02,traffic1.mp4,60,car,0.839,922,352,1061,453,991,402,1280,720,false,left,365.0
404,13.467,log1,group_02,traffic1.mp4,60,car,0.799,911,348,1047,448,979,398,1280,720,false,left,417.9
405,13.5,log1,group_02,traffic1.mp4,60,car,0.829,900,345,1034,444,967,394,1280,720,false,left,371.1
406,13.533,log1,group_02,traffic1.mp4,60,car,0.852,890,343,1022,441,956,392,1280,720,false,left,342.1
406,13.533,log1,group_02,traffic1.mp4,67,car,0.552,1166,349,1260,438,1213,393,1280,720,false,,0.0
407,13.567,log1,group_02,traffic1.mp4,60,car,0.803,881,340,1010,437,945,388,1280,720,false,left,313.2
407,13.567,log1,group_02,traffic1.mp4,67,car,0.676,1157,349,1251,435,1204,392,1280,720,false,left,276.6
408,13.6,log1,group_02,traffic1.mp4,60,car,0.804,872,339,998,434,935,386,1280,720,false,left,342.1
408,13.6,log1,group_02,traffic1.mp4,67,car,0.634,1147,347,1243,433,1195,390,1280,720,false,left,276.6
409,13.633,log1,group_02,traffic1.mp4,60,car,0.79,862,337,986,431,924,384,1280,720,false,left,335.4
